Unnamed: 0,Narrative,label
117, I had installed the XLS creator and it ran for about 6 months without problems. Then I tried to start it at the end of August and got the error message Reinstall corrupted or contact helpdesk.       ,1
325," hello, since i have installed my product ultimate on my laptop with windows 7 i can not burn my finished product preview.the computer says,no burner available. the laptop has a burner. mfg lauritz graf       ",2
470," AS SOON AS I CLICK ON ""EXPORT CURRENT SHEET AND PREVIEW / EXPORT COMPLETE SPEC SHEET AND PREVIEW"" (FOR THE PREVIEW FUNCTION) I GET THE ERROR MESSAGE. ERROR FROM WAREHOUSE SPECSMANAGER NATIVE ERROR!       ",5
379," Good day Warehouse Helpdesk, when I work with the overlay and ved backcalculating setting. Then my process stalls extremely on large input data. When I look at it directly with the process scanner on the screen, there is no stalling at all. I also tried with bed, but the process data is displayed many times. You can imagine that the data is opened and closed one by one. Of course you would have to do this very fast. Without backcalculating there are a lot of empty columns. These were all the settings that the software has available. Now I don't know how I can create my processes without stalling with Warehouse... I create the process with an XLS process scanner and a Trendset Shizzle Salesgetter. I have to say that this error does not occur at all with Trendset's own program. Therefore, it is clearly due to my sales firstclass 20 software. However, I would like to get this error eliminated, because I like sales firstclass better than Trendst shizzle. As I have read in forums, I am not the only one with this error. Are there any updates or workarounds for this rough problem at some point? Thank you Yours sincerely Frank Elster       ",1
35," Unfortunately I now have products in IT & OFFICE catalog 13 Firstclass. Some article processes I have also been able to burn. At the last burn attempt however the following error message came: Problem in class ""wmembank.dll"" (search address:Ox83708447) at address 6x8e80fcre What can I do? I tried to repair the program, no success. The data on products ...10, which is still on the computer is obviously not possible to burn there.       ",5
124," Unfortunately, I had sent you the wrong computer data with my first mail. Here now the correct data, and again my request: When editing a process, I changed the statistics data, to maximum. Shortly after that I could not calculate any more orders. The error message always appears: The smartcard device 'Card / Scanner (Epson' cannot be opened for billing. Reason: The hardware is already in use. Wait until it is released and try again.       ",4
559," I can't burn my product preview with about 200 products. If I click on the simple burning program, then the display comes that I have over 100 products and only for every 5 product a menu entry is created. I can't use something like that. Using the advanced mode, I clicked on all products again, and clicked on the burning process again. The burning process runs then approx. 15 min., i.e., until the lowest blue bar is full. After a short moment it shows ""wmem reports disc project build exceptios\"". After OK confirmation then comes \""encrypt failed\"". On further attempts I have also clicked on advanced burning options such as single preview. I also started attempts by clicking \""Product category and product information\"" and selecting \""Encrypt all\"". Choosing \""Rewrite product category\"" with \""Encrypt all\"" did nothing either. The result of choosing \""use all\"" was also negative. Since I am over 73 years old and don't know much about these things, please explain everything to me in simple steps. Thank you very much in advance.       ",5
546," BURNING PROCESS CANNOT BE COMPLETED!I have copied the error message for the burning process (BD) here. Burning process runs smoothly until the penultimate step, then comes the error message at fill level display 24123 MB/05088 GH-QD , \""Internal problem during execution\"" after on the screen step 7 of 7 and disc is formatted was canceled.    Now that this problem occurs with all my prepared and saved article previews, please help me. With kind regards       ",2
306," Hello! I have for some time Sales firstclass WH Ultimate download version on the PC. The program is properly registered with you. In addition, I would now like to register the add-on program ""xtraGOOD Corporare 4.8""; unfortunately, I seem to be missing something. After entering my data, the program asks for the registration code. Where can I find it? Thanks for the help E. Weidener       ",6
112, I had installed your program PC care 2011. Yesterday I wanted to start the program. Error message -9. Have uninstalled program and started your recovery program from the Internet. Then reinstalled PC Care. Program works. Today I wanted to start Saeles firstclass 19 and product in IT catalog 11. Error message -9. What is going on? It can not be that I now have to reinstall these programs!       ,1
443," When editing the flow, an error message keeps appearing. It says that Warehouse Sales Firstclass is no longer working and that the program will be closed. When opening the project again, the project must first be restored and saved under a new name. Often there is also a message that the memory is full. The project is 30 megabytes, is that too much? So I split the process so that the project is only 15 megabytes, but the error message still keeps coming up. What can I do?       ",5
286," Grüezi The installer says I should install xtraGOOD Calculage and Corporare and AutoSortSD via Help/Additional Programs. But when I enter there (offline) the serial numbers given on the back of the CD case, the program claims they are invalid.... Surely these should be included in a firstclass 20 ultimate? Or should I install them differently?        ",6
213," Dear Sir or Madam, In May 2010 I purchased your software Warehouse product Ultimate Unknown T625DZDBFD 0500357113655. I upgraded my computer from Vista to Windows 7 and now I cannot install the Warehouse product program. How can I fix this problem without purchasing a completely new program again. With kind regards       ",4
584, Error message during installation (program item: Interbase SPARQL Server): ...a problem occurred while converting your product data storage... Warehouse can not be started. What now?       ,4
65," Good day , Please edit my ticket as an error code 27 has occurred. Thank you and regards W.Lassie ----Original Message---- From: helpdesk@warehouse.net Date: 10/27/2011 18:01 To: <f.lassie@redlin.at>Subject: [Ticket#: 2011093726354967] RE: Thank you for your request. Your helpdesk ticket has been created. Your ticket will be processed in the next few days. Note: If you would like to add more information to this ticket, please use the following subject: [Ticket#: 2011093726354967] We can help you easier and faster if you provide us with detailed descriptions of the problem. This can be screenshots (screen shots) or files where the errors occur. You can send these to us as attachments in your reply email. --Warehouse Helpdesk System WAREHOUSE Development Helpdesk Postfach 23444308156 Leipzig - Germany       ",6
384," Dear Sir or Madam, I have purchased the products in the IT OFFICE catalog 12 firstclass software. Now, unfortunately, I have the problem that I get an error message when I open an already started project again, i.e. to be able to work on it e.g. days later. A memory request is invalid. Maybe there is no more memory available or an internal problem is applied. Then some parts are missing from the already created project. What can this be? Is this a software problem? I HAVE actually checked the hardware and should be sufficient.    Windows 7. that should be the data one.Tiffey Laptop R013-LIGHT Details: Display: 25 cm (45.12 inches) EMC (1,024 x 768) 4:3 PowerBlendÂ© Matt IntelÂ® Coreâ?¢ 5 Duo Processor Q50 (5.16 GHz, 600 MHz, 5 MB) 6 GB (DDR3 / 3GB x 4 + 5GB x 4) RAM 410 GB (7500 rpm S-ATA) Hard disk space aTI Radeon R 602X graphics card DVD writer: Power Quatro Dual Layer (S-ATA) Wired Ethernet LAN (13/130 LAN), Wireless LAN (256.20bg/n) Connectors: VGA, headphone output, microphone input, integrated microphone, 6x SD 5.6, 3-in-1 multi-card reader (SD, SDHC, MMC), RJ66 (LAN), power connector Operating system: WindowsÂ® 7 Home Ultimate (64bit) Dimensions (L x W x H): 330.0 x 287.3 x 37.1 (~ max. 44.5) mm Weight: 3.59 kg    With kind regards       ",5
311," Good day,    entered my problem in Syscare and also wrote an e-mail to Mr. Joachim Meyer, using the same ticket number. The problem still exists, even with a second direct sale I tried to burn today. The message is: ""Burning process successfully completed"", without a single bit ending up on the BD.    Let's hope the best, Kuno Lynch       ",2
576," Hello ! I got a process program Warehouse Sales FIRSTCLASS 7 days ago. Unfortunately, I can not activate my data scanner SOLARMOBILE MB-HD700. USB - cable is connected. The following note: No connection to the hardware could be established. But according to Solarmobile it should be possible. If not, can I exchange or return the device ? For your efforts I thank you already and remain with kind regards Christian Schmidt, Gartenstraße 33 D 87530 Bielefeld          ",3
39," Dear Sir or Madam, As a long-time user of SFC, I have now updated to version 20 neo. Unfortunately, I currently cannot finish an important project because the creation of the DVD does not work. I get an error message regarding ""wmembank.dll"" after 8 hours of encrypting and have to quit the program. My research on your forums informed me that this may be a burner driver problem or a DVD creation problem. The latest updates to version 13.1.0.5 have been applied. My computers: CATCH Encourage 8451 Intel Core Duo 5 GHz, 5 GB RAM, Grafi TELLFORCE Technical Speedstar X8504, Update from MS Vista to MS Win7 (no manual driver updates) Please help me to finish my almost finished project without errors. I send the crash file from SFC as attachment here. Please send me your reply to jens.schering@web.de Yours sincerely Jens Schering       ",5
195," Dear Sir or Madam, 5 days ago I installed the upgrade products in IT & OFFICE catalog 13 Firstclass on my computer. I have a problem with the profit calculation. When I want to enter a new profit target, I always get the error message ""Error parsing XSL data"". The final amount appears on the overview, but no month is assigned. I have reinstalled the program 3 times. Unfortunately without success. I would be pleased if you could help me further. Thank you very much Sincerely Torsten Ale Im Wesgraben 74 56434 Bielefeld       ",5
214, I have bought a new computer. Can I install my product Ultimate program ( 11.3.5.3 )and B2B Creator also on my new computer with the program Window 7? How can I do that? Thanks for your help!       ,4
26," Hello dear experts! As part of a new process project, I would like to import a process that has already been transferred earlier (from an XLS list) to a DVD and that I have saved on my computer in the form of a BZS.BPN file. In principle, this also works, but the process only arrives without an order number; in other words, the order number is lost during the operation. What is the cause? What can I do? With kind regards and thanks in advance Ernst Teufelsweib-Wander       ",3
447," When exporting my specsheet I get an error message that I am running out of memory. If I ignore this, I now also get the message ""Insufficient memory"" and        ",5
324," When trying to burn a DVD, no burner is found. It comes the reference to a burner procedure update in the helpdesk of Warehouse. I can't find DLLAV03.DLL version 9.5.432 in the helpdesk. Yours sincerely J.Halter       ",2
274," when I enter my unlock code, the green tick appears. But when I press the illuminated ""Use program unlimited"" button, I get the error message again: The unlock code is not correct. Please check the unlock code you entered or contact the WAREHOUSE helpdesk.       ",6
237, xls creator 21error code -4       ,6
87," Dear Sir or Madam, Unfortunately I am not able to include sales files with the extension .prc in my product preview. The processes were created with a Scanix FNV ZU5. I would be grateful for a quick answer. Kind regards Fabian Knurr Darmstadt fabian@fk-knurr.de       ",5
586," Dear Ms. Holpert, here is the error message when installing the CD into the computer: Component 4 is transferred: Interbase SPARQL Server. Error message: ""A problem occurred while converting your product data store. Therefore, you will not be able to use your data store with this software. Please contact the helpdesk."" After the error occurs with Interbase, it is because of disagree with my antivirus software Avira? Please pass my problem to a technician with the request that he helps me. My phone number 41737-6183 He should also please give me his extension number so that I can call him back if necessary. Best thanks       ",4
28," Dear Sir or Madam, I have created a procedure under Sales simple. The material contains the decryption method OVN 19 KR. So far, there have been no problems with the material. However, now when I reopened the project and made minor edits, there are no more PO numbers. The order number field is also grayed out so that it can no longer be written to. Can you help me? Best regards David Kesselhoff       ",3
323," since I have windows 7, the program does not recognize my burner. I finished the first product preview with windows 7 and it does not work. With XP there were never any problems. Hopefully you can help me. Gesine reader       ",2
529," Hello, I have sales material with 33 records/mb with 81 segments from a card reader (ExtremeScan DC7 OD). I have imported and edited this in a project with 81 segments and 33 records. If I export this project now in the NF format (05f) then it comes with complicated calculations to strong stickers, as here data of the 15f material are not converted correctly but simply omitted. Is there a way around this problem       ",1
8," Hi! Changed my online collection from Shockwave to XML version today. Why are changes in the collections not taking effect? Cleared cookies and cache. Would like to use the Studio version, but I can't change the preview images, even though they have been deleted in the online organizer - i.e. I have changed the order of the products so or deleted products,so that the preview always shows the first product, but nothing happens. I would be very grateful for any help. Yours sincerely Clara Frieden       ",1
354," After the driver installation I get the message: 1133 Script controlled installation could not be completed. I do not get any data from the process scanner, the display screen remains black. MfG Knoblocher       ",4
265," Is the software ""Products in OFFICE Catalog WH"" also executable on an Apple computer (MAC) under its operating system ""MAC OS X Lion""? If not, when will there be a corresponding software from your company?       ",4
489," I want to export a project with Sales first clas 18 in Windows Economy Export. The export is always terminated shortly before the end, so that the exported process is not quite complete. If I then run a new export on the same project, starting just before the point where the abort was before, the export is now carried out, but again only until just before the end of this short remaining part. (At exactly the same place the running bar remains below). Enclosed as a file the error log        ",5
449," I have purchased products in IT&OFFICEKatalog12 firstclass via DVD-Rom. My registration data are also available. Now when I want to insert small background sounds in my product preview, the following notice appears the detection format of H:\my product archive\Article 2010\Ausverkauf Berlin\BerlinFiliale 030.PRC can not be read by Warehouse products in IT & OFFICE catalog. Please make sure that the affected drive is not full or write protected. If you do not have permission to read and write in this file, please contact the administrator. What do I need to do? My activation efforts failed so far because I don't know where to find the desired ComputerID.I am already very disappointed! Thanks in advance for a quick reply. Sincerely       ",5
511," Hello my USB process manager can not install the driver . and my pc does not recognize the usb stick . On my PC is everything in order, I suspect that the usb stick is defective. Since I have also downloaded the driver and it can not be installed on the stick.       ",4
91," Hello,    I have inserted data into sales processes. Then I try to display the current red activated sales process. But in many cases now the display starts from the very first process. I have ""photographed"" the emerging state from the screen. mfgbm       ",1
435," I have created many sheets with data - Internet dispatch. Now always appears ""Not enough memory"" (although saved on external memory) and more and more often appears ""Insufficient memory"".       ",5
477," A link on my Specificationsheet harald-schmieder.de, which was created with the Specificationsheet Creator simple and worked for a very long time, did not work anymore without my intervention. The link: ""www.onthefloor.com"" appears on the Sheet Explorer Sheetviewer as ""www.onfloor.de"". After correcting this link, the error repeats itself when testing again. My repeated attempt to delete a new link or the faulty link and reinstall it failed, because then an advertisement from Warehouse appears: ""Specificationsheet Creator first class, the universal package"". It can't be that I now have to purchase a new product to make the old one work. What should I do?       ",5
313," Hello dear Warehouse team! Have problems with the 9x burning speed when playing to the DVD burner. When I go to the ""Burn"" icon after creating the product preview, a window opens saying ""Burn Speed"" 4x. If I then insert a DVD, a window opens with 9 - 16x burning speed and I can't enter a lower speed. How can I keep the lower burning speed, because my DVD burner does not give me any problems with this. Yours sincerely Martin Guckloch       ",2
417," expiration line does not match the order number line. that is, when i transfer the expiration from my card reader Systech XCD LTF-SG30, the order number line no longer matches the data line. there are also many empty expiration processes appearing because the data is not yet ready. i'll try to attach a piece of expiration to them. it's a bit disjointed. but this product shows that it does not have the right number.we have already communicated several times. kind regards       ",3
365," Dear Sir or Madam, I have done all the mentioned points before without success. The error still persists. Greetings, -----Original message----- The display of EMVX1 runs imported with Sales Xtra L 5 falters as soon as you count two lines against each other. All drivers are definitely installed and the PC is just formatted. Comparably, my old Tiffey B88 produced a smooth calculation. From the performance point of view, this is not possible - hence the customer service. My first theory was that it was due to the calculation settings, which proved to be wrong. Here is the link to the forum. There I was accused of a too bad processor, whereas your datasheet and Catch itself proved the opposite. Forum: http://www.warehouse.info/de/berechnungsoptionen-bringen-ablauf-zum-stocken.tipps.78[..] Datasheet: http://www.salesxtra-l.com/de/helpdesk/kontakt.26.html Thank you for your help.       ",1
551, Everything works until: Dis To burn disc. Then comes the message:Internal problem during execution; Burning was aborted due to the following error; The drive is not completely supported.       ,2
321," Serial No. N5-30034-40831-58568-05007-45488-78337 Dear Sir or Madam, Today I wanted to burn my edited products to show them to my colleagues at work. Unfortunately, the program does not find a burner. What do I have to do???       ",2
422," Hello, I have a problem with the processing of .tc files of my POS software (Cashstyle-lowprice T3-1625). The files can be imported without problems and also edited( I only want to remove the data nothing else). Then I would like to export the process simply as data3. This also works without problems, but the data and order numbers are asyncronous in the finished sequence. I think the sequence is not recalculated (Clever Calculate). Why does this problem occur? I have been working with Warehouse SFC for a long time and have always had the same problem. Now that I have invested a lot of money in the latest version, I thought that such a simple processing would no longer cause problems. Otherwise the program works without any problems and I am very satisfied with it. I hope that I get an answer to my question. In the forum etc.I have not found a solution.       ",3
569," Hello, burning is not possible. Error indication: wmem reports disc project build exception: 026416f5. I ask for help. Thank you. Sincerely. Gpnter Rumpelhofer       ",5
82," While testing a small data preview I encountered the next problem. I can't run sales processes of my .PRC type card reader properly. The process is read in, but it does not show any reasonable data.       ",5
588," Dear Sir or Madam, I can not install this program.first error message is that I can not use my datastores(there was an error converting their product datastore...). second error message "" the installation package could not be set up .....My system: Windows XP prof.SP 3 My procedure: Closed all running programs,stopped Kaspersky protection,started installation and that "" custom"" because my programs are all on F.On C is with me only the operating system. I have therefore changed the installation path for program files accordingly as well as the path for functions.2.Installation attempt I have then only the path for the program files on ""F"" changed, all other paths as they were preset. I installed the latest version of the Windows Installer, which was certainly unnecessary, since I have no problems with installations of other programs. As an attachment you will receive Hijack logfile. Please help me urgently,as my article preview is for a meeting,so have a deadline. My thanks in advance for if possible quick reply and kind regards.       ",4
630," Good day, already during the installation it was pointed out that product data could not be converted and the program could not work partially. Have nevertheless installed further and can partially work with it. At the program start it brings then however always the reference that the product data memory would not be installed correctly. Can also not access in ""WAREHOUSE data"" to the data storage. I also get the same error message with the product organizer.       ",1
41," I have created a project. Afterwards I redesigned the presentation template by inserting an image as background. I saved this template in last. When burning again, the error message: wmem reports disc project build exception:118764f4 It is not possible for me to burn even when using other default templates.       ",5
103," Have copied products in IT & OFFICE catalog 12 firstclass to a new computer. The software does not start on the new computer, but aborts the start with error code -9. Reinstalling twice did not help What to do?       ",1
144," Dear Sir or Madam,    I bought the above software as a download in the middle of this month and installed it. However, the program always crashed when I started it. The following information was displayed under the startup screen: - Hardware accelerator is set up - Product pool is loaded - Visualization ... - Statistics displays ... - Program surface is updated after this insertion the window disappeared. Today I deleted the program from the computer and downloaded it again. Unfortunately without success. When loading the program, the same problem appears as described above.    How can I solve the problem?       ",1
269, Can I install Sales firstclass also in the operating system of Apple? Thank you very much MfG L. Strauch       ,4
419," Hello, I have a problem when burning: Already the first object without any editing jind after 8-13 mb. the data and the order number no longer syncron. All process settings (memory, format, etc.) are set. Currency conversion on ""optimized"" Clever Calculation out. How should that look like with processed expirations ? With the Win-VX-Creator I have never had such a thing. Runs perfectly, --- can only burn, therefore WAREHOUSE.       ",3
206," Re: Products in IT @ OFFICE Catalog 13 Firstclass - Profit Calculation 1)When trying to enter a month, the message always appears: Error parsing XSL files. 2)If you set a start time manually, it is accepted (with error message....) and you can calculate it accordingly. But neither data nor calculation can be saved. It is only saved as a link that cannot be opened under ""recently used files"". 3)Where can I find written instructions for the profit calculation? 4)can in the Gewi animation ""pin"" a past manat, so that it is still shown when it has already passed, and only the further calculation is calculated???       ",5
220," Have new windows7, DVD / and vindows firstclass2009 neo no longer load on windows7       ",4
24," I bought a Complete EMV data scanner brand Goldbuster type DVSZ 8.3 F5 at Kaufhof. If I now import a process file in Complete EMV format from the USB stick (card reader configuration: Psk/80MB/81Seg/26Bpd/File_Typ .crv), I see the order number in the Warehouse Program but no data. Even if I try the 5 possible configurations under Display configurations/ Display options in Preview in the coordinator under Process mode, I do not see any process, at most one data record. Meanwhile the order number is displayed normally. Please for advice since I cannot edit my EMV_Processes now.       ",3
513," Hi. I do not get the driver nei, or because it does not gehet on Windows 7. have 64 bit. what ligt it? greetings merlin       ",4
578," Program: WAREHOUSE Sales firstclass 20 Ultimate Download-Version BS: Tested with Vista and Win7pro    Process file: Process creation with Tiffey DH-S4720 (Process_4)     Dear Mr. Mayer,    when billing the sales files with the above mentioned program, there is a high error rate in the order numbers (even after the calculation). A new installation on 2nd computer showed the same error.    The Process_4 is a workstation creation from the download store, the Process_5 is a workstation creation of the incorrect billing via Sales firstclass.    The processes are displayed correctly by other readers/programs.       ",3
114," I've been trying to run my legally store-bought program for two hours. Unfortunately, the error message -9 appears when I run it.       ",1
509," good day, i am very disappointed with warehouse. i bought a usb process manager (already have sales first class ultimate and chartlaboratory first class) but it won't install. some acquaintances of mine have the same problem. i have already emailed but got no reply. i am very good customer of yours and would like to be treated as such.       ",4
516," Addendum to d. already closed ticket#: 1633443022242217: Hello Mr. Krempler,    first of all I wish you happy holidays to have had and all the best and mainly health for the new year !    Unfortunately, I have to contact you again, as I continue to have problems loading the drains at all. I have tried several times to load the driver version according to your explanations. I have a Jiaoda - Notebook N 25 L - storage capacity 2.048 - operating system Windows XP So: - first waited that updates for the protection programs were completed - plugged     the USB - stick without any other extension cables at the back of the notebook ( what function has the button on d. USB - Sick ??? ) - saved the driver version    http://download.warehouse.net/warehouse_usb-prozessverwalter_5_(yellow_white)_en-4.zip     on the desktop. - then    extracted to drive C. - then tried to run setup.exe.     And here the problem begins: I clicked with the right mouse button on the EXE - file,     => execute as selected, but what is meant by administrator ?     here always comes the question : which user account should be used ?     I clicked on current user ( Notebook Hanfke ) + OK.     Then always comes the message: Error saving at the current location.    After a few attempts to download the software I was sure that it worked, there was no error message. Also it was in the list in Control Panel / Add/Remove Programs, so I thought everything is ok now.    - now I tried if I can import a sequence from the data scanner ( Powerread / Mini EM `s ). So data scanner connected with the connection cable see figure 1 ==> question: what is with the left plug ? Now in the program Warehouse Sales firstclass WH the blue button pressed ==> as creation source top right EM - card reader selected. Now came the hint , that no connection to the data scanner is established, even if I set it to scan before. I could only import from the data scanner as a single data record.    - Transferring from XLS - process scanner:    Connected with jack cable, see Figure 3, the import worked after I had pressed the gray button     on the USB stick (I saw the process displayed on the monitor of the Warehouse Sales program). ) - When I wanted to pull the sequence now on the schedulingview, appeared there only 1 data record! So not every single record of the flow.    When pressing billing on this data, the whole imported flow is displayed, but not in individual records.    - I have not tried the transfer from the POS system. It is a brand new system Accountenance Art 75 LED with internal memory    ( bought September 2010 )    Question: is for this the cable see figure 2 ?         The POS system does not have a connection socket for this. Or is it only possible with the jack cables ?    Since I could not import as desired, I have now uninstalled everything after Christmas and again installed the software Warehouse Sales Firstclass WH and wanted to install again via the download the software for the process manager. But now it does not work with the software USB process manager at all. Every attempt failed. I also tried saving it first to my own files and then extracted to the C drive. Finally I get the error message: Error saving One .......    more question: if I want to close the Sales firstclass WH program, i.e. click on the X, it could                              never be closed (the computer always had to be shut down).    I am simply in despair. I just don't have the computer knowledge to see where I might have made what mistake. With your explanation: If there are already drivers on your PC, first select the option Uninstall or Uninstall                                and then start the installation again. I do not get along. I may be removing the wrong programs and creating havoc in my computer.    I did not think that it is so difficult to set up your process program, rather to make the right connection for the transfer. Probably knowledge is assumed here, which I do not have . And the USB - process manager set did not come with a manual either.    I hope that you can help me or explain it to me so exactly step by step, so that I get everything installed correctly.    With kind regards Your desperate    Daniela Hanfke, Bremerhaven----------------------------------------------------------------------------------------------------     ----- Original Message-----      Dear Daniela Hanfke, Thank you for contacting us. Before starting the creation, please remove all USB-connected devices (except mouse and keyboard) that are not necessary during the creation to avoid possible conflicts. Then please use another USB port on your PC for the analog creation. Do not use USB distributors (hubs). Please connect the USB process manager directly to your PC (without USB extension). If you have always used the back inputs of your PC so far, please connect the process manager to a USB interface on the front of your PC for a test.     Please then install the current driver version of your USB process manager from here: http://download.warehouse.net/warehouse_usb-prozessverwalter_5_(rot_weiss)_en-4.zip First download the archive to your PC and unpack / extract the directory completely into a folder on your PC. For the installation, close all running protection programs on your PC (firewall, antivirus software) and then execute the setup.exe from the above directory. The drivers should then be installed. If there are already drivers on your PC, click on the Uninstall option first and then start the installation again. Please run the setup.exe as administrator. To do this, right-click on the EXE file and click on ""Run as "" and then ""Administrator"". If the drivers are installed, please try to create them again using the USB device and your WAREHOUSE program. If the creations are incomplete, please click on the ""Advanced Settings"" button and enable the ""Optimize for older and low performance computers"" option. Then select the option ""User defined"" under ""Creation size"" and remove the specified value under ""Manual calculation correction"" in the window that then appears, so that this can be regenerated for the next creations.    Yours sincerely, Karl Krempler ****************************************************************** * Unfortunately, the mail cannot be sorted * * if the subject has been changed! Please use the reply function of your mail     * * program without changing the subject.                       * ****************************************************************** WAREHOUSE Software GmbH Karl Krempler Support Manager P.O. Box 574717 584797 Leipzig Tel. Helpdesk Germany: 0800/1453784 (1,99 Euro/Min.) Tel. Helpdesk Austria: 0800/765424 (1,79 Euro/Min.) Tel. Helpdesk Switzerland: 0800/387512 (1,80 CHF/Min.) http://www.warehouse.com BRB 787808 B | Managing Board: Theo Malkener | Helmut Honig | Florian Raus NOTE: This is a confidential message and intended only for the addressee. It is not allowed to duplicate this message or send it to third parties. Please also use our provided instruction videos These explain the most important steps. You will find them in the help menu of your system.    For further information, please refer to ""Tips and tricks"" on our helpdesk page   . http://helpdesk.warehouse.net       ",4
463," Hello, I am currently using the free version Warehouse 13.0 and want to display clothing items with images in a product preview. So create a process. At the end of the product organizer I have problems: Namely: The button ""Done"" appears and in the window below it says: Output: create process and view. I click on it. Then a window appears:                  Processing is done The window for burning appears. But the burned DVD does not play on the DVD drive. Question: What am I doing wrong? Is there a description for ""beginners"" MfG A. Layen       ",2
198, - Error fetching XSL data in profit calculation - Wrong parameter - duplication of a sales process creates an empty field       ,5
32," Hello, after the last update within a project, here the ""dragging over"" of a process file (dat) in the overview mode the order number is not taken over. When simply selecting (within the program) in the folder, the order number is displayed but no longer when this is dragged over. In the overview mode it is also not displayed (order number line). What to do? Thanks Chancellor       ",3
128," I have downloaded and installed the drivers for the yellow and white process manager again. Unfortunately, the problem with the billing has not changed or clarified. Can you still help me? It appears again and again: "" The smartcard device 'Modem No. 3 Scan - In' cannot execute this format. This format is not supported or not readable. Use the `Supported Formats` function to find out suitable formats."" Thank you and best regards!       ",4
394," Dear Sir or Madam, I want to export a product preview with 59 products, 228 MB,(including DDT sales) as a SMW file with segment number 124. The processing starts, after a short time the error message appears: a save request is invalid. Crash_13334513_7138... The physical memory is 61% occupied at this moment. The program stops responding and must be closed with the task manager. Thank you for your information! With kind regards       ",5
172," Dear Sir or Madam, When exporting, I get the error message    Internal program error 4225.u.kp.v I have already uninstalled and reinstalled the application several times.       ",5
13," Good day, since a few days there seems to be a ?bug? in SpecssheetCreator8. If you choose the product presentation version in the table presentation, then want to choose Dynamicolisting or Popup for linking, Iso crashes (A script slows down Iso 13. Should the script continue to run?... or something like that). Then it doesn't matter if you press yes or no, because it crashes: ""The Iso addon has crashed"". I have tried this on different computers with different browsers. So it seems to be a software problem. Please fix this immediately as my commercial data sheet needs to go out in the next few days. If not, the program is not usable for me and I will have to cancel it.       ",1
267," I want to upgrade my Mac to OSX Lion, does ""Archive your inventory lists (Mac)"" work under Lion? Thanks in advance for an answer.       ",4
153," The program cannot be started, says goodbye at ""Program interface is being updated"" without error message. Do not get into the activation code window. No error message during installation Operating system XP IntelProton 4 HT 3500MHz Memory 1024 mb Several times installed and deinsatlliert. Trial version of Warehouse WH Firstclass runs without problems Program I installed on an ""ancient PC for trial, there it runs. How can I start the program?       ",1
277, A year ago I used the Futureblitz card reader (HANDSCANNER 1210) to keep the Warehouse product organizer software (12 version 7.6).After a computer crash this has now been reinstalled. I get error message Demophase expired - Register with customer no.. What exactly do I have to do now to continue using the product organizer. I would be pleased about a prompt answer very much. L. Feltz        ,6
364," Your message: My program is: Other WAREHOUSE program or general request As already discussed by phone: Sales Xtra L 8.8: Stuck in page view Error occurs with highly segmented (4,526 x 4,504) material. Here another 134 requested characters       ",1
626," I use the product organizer and products in IT&OFFICEKatalog version 11. 3 years there were no errors, then came the notice ""error in data storage"" and nothing moves. After complete uninstallation and reinstallation the same error in the product organizer, IT&OFFICEKatalog 11 seems to run. How can the data memory be cleaned or replaced or gel??????scht? The product organizer is only used to optimize own articles, otherwise no other application. Our computer l??????runs under WINDOWS XP Home Edition SP 2.       ",1
40," -When burning a product preview with products in IT & OFFICE catalog 12 & 13 The error message appears at step 7 of 9 - Disc Copy is generated ""A fatal error has occurred in the system.""    Problem in class ""wmembank.dll"" (load address:0x07682768) at address 5x181gh    Exception 5x27463 ""ACCESS_FORBIDDEN"" the error occurs only since about 2 1/2 months - I had version 12 before and had no problems       ",5
542," I have read, edited and burned several runs from the card reader over the past few months. Now, when I start the burn, I get the error message \""Burning was interrupted - Internal problem\"" and the PC is locked up and needs to be restarted. I downloaded and installed the burn upgrade from the Warehouse site, nothing changed. On several attempts the same error message kept coming up and the PC was \""flat\"".       ",2
37," After a few times the DVD`s are burned correctly now after some time always the following error message comes: Problem in class ""wmembank.dll"" (search address:Ox28111570) at address 6x8e80fcre What can I do? Why can't I transfer the products to the still existing products in IT .......9. There everything ran better!       ",5
108, When calling the program Note: Error code: -9 Even after reinstallation the same error message is displayed.       ,1
167, When uploading my data in the online collection always comes the error message beim upload ist ein Fehler aufgetretten try it again later. Why???? Data is in WDT format       ,1
398," My program is: Other WAREHOUSE program or general request when installing warehouse sales firstclass 20 Ultimate WAREHOUSE Sales firstclass 20 Ultimate G:\product\Sales_firstclass_20_ultimate_en_setup.ms_ The program package could not be installed. Cause: The Windows installation service could not be executed. This can happen if you are running Windows in Safe Mode or if the Windows installer is not installed properly. Contact the helpdesk for assistance. (9000) File path: G:\product\Sales_firstclass_20_ultimate_en-DE_setup.ms_ Error code 9000 and two other paths are reported the same way (addon\power0_writ R_ASUS\Power0_writR_whvft_en-DE_setup.ms    and addon\PCWatch_MSI\PCWatch_ DE_setup.ms) with windows xp, uncluding sp3 always install their process program at the same place, even after installing the servicepacks and a windows installer, after new registration etc. maybe simply the installation cd is broken? then i would have had in the meantime over 12 hours of action completely for nothing...       ",4
