Column1,Narrative,Abteilung
264," Dear Sir or Madam, at the moment I still use my software under Windows and that without any problems and I am highly satisfied. My question now, is there also a version for Mac Os??? Greetings Karl-Peter Mausgrau       ",4
481," Hi, Specsmanager 10 changes the DSG files to AppData/Local/Temp/DSG.../specs_xm_sheets on every restart when I want to continue working on a spec sheet ! Which leads to error messages in the specificationsheet preview and in the specificationsheet export. (see attachment) With kind regards, Kuno Schlepper       ",5
250," I installed Specs Manager 9 on a new PC and was prompted for the serial number. After listing the number listed on the box, I was not redirected. The following number is listed ISBN: 436-073222-837-0 There are no other numbers listed on the box or CD. I registered the product with you last year after I purchased it. Thank you very much for your help. Tara Kestowicj tarak604@msn.com       ",6
174," Dear Sir or Madam, whenever I go to ""Creation"" and then to ""Direct Creation"", I get the following error message: ""No creation hardware was found on your system."" What can I do??? Thanks in advance       ",3
313," Hello dear Warehouse team! Have problems with the 9x burning speed when playing to the DVD burner. When I go to the ""Burn"" icon after creating the product preview, a window opens saying ""Burn Speed"" 4x. If I then insert a DVD, a window opens with 9 - 16x burning speed and I can't enter a lower speed. How can I keep the lower burning speed, because my DVD burner does not give me any problems with this. Yours sincerely Martin Guckloch       ",2
55, Error message when burning:No. 411451v4 Encrypting the sequence failed Have already tried all the described troubleshooting options = without success. Source data is WHDT products and XLS statistics Please help. Here is the logfile:       ,5
176," Hello, I am trying to make a direct creation with Xtra L7.8. When I go to File --> Creation --> Direct, I get the message: \""No creation hardware was found on your system.\"" and the creation is not possible. I do not need any creation devices for direct creation. Where is the error?       ",3
32," Hello, after the last update within a project, here the ""dragging over"" of a process file (dat) in the overview mode the order number is not taken over. When simply selecting (within the program) in the folder, the order number is displayed but no longer when this is dragged over. In the overview mode it is also not displayed (order number line). What to do? Thanks Chancellor       ",3
519, With the new software 20 neo the handling of the processes has become much more complicated because data and order numbers are often incomplete and the commands are executed extremely slowly. Operating system: WIN XP home       ,1
197," H.Hd. Hewrrn Gandalf Grauh, Hello, somehow I have no luck with the new program 1o Spez. profit calculation: The first problems I had solved with the Einrichichtung of .Net and reloading the DVD on my computer. This went well for a few days, now I have a new problem, which apparently other customers (on the Internet under question and answer, unfortunately no answer found ) also have. After entering the month, I get the message "" Error parsing XSL data"" What does this mean and how can I fix it ? If there is a solution for this, please a simple explanation if possible, as I am not the big computer crack. I have already tried everything, like changing the initial budget, but without success. kind regards Bruno Kraft       ",5
76," prc files from Powerread NEXUS work fine in preview mode, in scheduling view the order number is not taken over have bought DATA5 Encoder Upgrade even 3x for 3 PCs - on all of them registration does not work also ""Repeat registration"" does not work am trying for hours without success to integrate the prc files completely into the preview. Hope as a good and longtime customer for your quick help       ",5
66," With error code 27 it shows that my programs are already registered under another mail address. Although my new mail address -walterfalkenbernd@einsundeins.de- is registered with you, I have no way to change the registration numbers for the new address. I am going around in circles trying to change them. Can you delete the old address -walterfalkenbernd@hotmail.de-? Or please let me know how I can work with Warehouse again. With kind regards Walter Falken berndwalterfalkenbernd@hotmail.de       ",6
296," Order Number: 62870237348808887WHR Have WAREHOUSE Sales firstclass WH Ultimate download version including the security DVD. Am re-setting up the program. To avoid a long download, especially the additional components, I used the DVD version. When starting the program, the DVD version did not accept the download serial number during activation. Input was done according to online instructions (without dashes) Please solve the problem Sincerely Aaron Turner         ",6
236, Error code: -4 displayed       ,6
627," Error in Warehouse data memory, tried all given options. The error remains present. Software reinstalled no change. Detailed error message Error code: 03377405       ",1
89," i can't import processes. sales firstclas always shows me that the file type can't be opened. it can't read a lot of file types and converting didn't work either.    my approach: i want to create a process and go to edit. then my files appear. i click on my processes but the program can't read them. i tried several file formats (ebsp. crv and .prc). data is imported immediately. but as the name says, i want to create a process and not preview data. it must be possible to do this without buying another card reader or anything else. i've had this problem for 3 years and haven't been able to do anything with sales firstclas since then, because it just doesn't work!         ",5
437," I would like to export my newly designed specifications sheet with 86 sheets and approx. 105 MB now in XML on my computer. I get the following error message after exactly 45% runtime: ""Insufficient memory"" When unlocking on the ftp server I get the message ""Time out"". So I have no chance to get my data into the company network. Also the hint that I should close all other programs to free memory I have followed without result.       ",5
322," Burning - Step 4: How to enter data here to burner and speed? Products have been compiled up to now all ok. In Step 4 - Burning - data for ""Burner"" and ""Burning speed"" are not accepted.       ",2
632," After installing the software products in the OFFICE catalog WH Firstclass came the message that the Interbase SPARQL server can not be installed the conversion of the product data store was not fully converted, although I have downloaded the Interbase extra from Warehouse again.       ",4
153," The program cannot be started, says goodbye at ""Program interface is being updated"" without error message. Do not get into the activation code window. No error message during installation Operating system XP IntelProton 4 HT 3500MHz Memory 1024 mb Several times installed and deinsatlliert. Trial version of Warehouse WH Firstclass runs without problems Program I installed on an ""ancient PC for trial, there it runs. How can I start the program?       ",1
596," Hello, when installing Interbase SPARQL Server, the installation stops and the error message appears: ""A problem occurred while converting the product data store. You will not be able to use the data store with this software. Please contact the helpdesk for assistance."" After ""OK"" the installation is undone for this part, but the whole installation continues. What do I need this data store for? How can I counteract this problem. Thanks for the answer. mfg Anton Lechuck       ",4
291," Dear Ladies, Dear Sir, So far I have used Trendset's process editing program - Trendset Laboratory EMC Power Collection - for my processes. Now I have bought with on 20.01.2011 their sales process editing program (Sales firstclass WH Ultimate version 21). Before that I have downloaded and tested this program as a test program. Now before I install my purchased process program, I uninstalled the trial version. After the installation I also registered this program. Then I wanted to install the program (Product_Organizer_13), which I do not succeed after several attempts. Also the program (xtraGOOD CrystalCycrle 5 WAREHOUSE Edition) will not install. On my hard disk is the program (WAREHOUSE Product Organizer 11). Can you help me??? Thank you very much in advance. Yours sincerely Edmund Rast       ",6
27," I have imported my sales material from a MiniDVD and pushed it into the coordinator.When I go through the process from the beginning, everything works.However, when I move the display arrow further, there is no item order number to see. I hope you can give me some tips so that my import works again.I thank you in advance.        ",3
566, The burning process is aborted after encrypting. Error log is present Error no. 026416f5       ,5
120," Hello, I have owned the process program Sales firstclass 19 Ultimate for a long time and have been able to create very good processes. In order to keep up with the latest technology, I bought an MTX-CR558 from Systech. The computer was also equipped for the new requirements. No errors occurred during the installation of the program. The process transfer is done with the help of the RAT program from Systech. Now comes my problem. The program of sales firstclass 19 can no longer be started, only the logo is displayed briefly and the error message error code 9 appears. Unfortunately, I do not know what to do and ask for support in solving this problem. MfG Stotz , Achim       ",1
185," Hello support team, when trying to start a direct creation I get the error 'No creation hardware was found on your system'. I am using the software 'Sales firstclass 20 Neo, version 13.3.15.5, but with the version 'Sales firstclass 19 Neo' it worked before. What can be the cause and how can the error be fixed ? Thank you very much for your answer. Sincerely Bertram Schuster       ",3
400," After downloading WAREHOUSE Specs Manager 9 for testing, I am unable to install the package. Error 9000 appears with the note that I am running Windows in Safe Mode or Windows Installer is not properly installed. The former does not apply and I have downloaded the Windows installer again specifically for this purpose.       ",4
607," Hello, I just downloaded the file ""patch_specs_designer_9_9.2.2.03399_en-en_retail"" because I have problems with one of my datasheets that I created with Specsmanager 9. But when I want to install the patch, the message comes: ""You have to install Specsmanager 9 first"".But I have installed the program. What can I do? Furthermore, I have the problem with a product collection on a datasheet of mine. Yesterday I noticed that the adverts in the collection change frantically. See the following link: http://www.tresam.ruderboote.de/einrichtung.htm This must be a bug with Warehouse. I do not know how to fix this bug. I would be very grateful for a quick fix or help. K. Krieger       ",6
500," Dear Sir or Madam! I have installed the software for the product ""Archive your inventory lists!"" completely according to the user manual. After installing the device driver and restarting the computer, connecting the device starts the hardware update wizard. I deselect Windows Update and choose ""Install software automatically"" and click Next. The hardware manager answers with ""Hardware installation not possible"" and explains that the required software was not found. Software was not found. The Hardware Manager shows a warning for ""USB 1658 Device"": The drivers for this device could not be installed. (Code 31) I use the following PC: 3 GHz Centershock, 1024 MB Ram, ~50GB free hard disk space, Windows XP SP3. What should I do to make the drivers run?       ",4
287," I have an activated Sales firstclass 19 Ultimate. When I use the ""Install additional programs"" function, I am prompted to activate the program. When I do this, it tells me that the software is already activated. How do I proceed further ?       ",6
385," Dear Sir or Madam I would like to edit PRC files of my digital scanner with my Warehouse version. Unfortunately, this does not work properly. An incredible amount of memory is needed and often and in irregular intervals a message appears which describes that a memory request is invalid and the program has to be closed. In addition, everything is very slow. Am I missing an addon? Or do I have a wrong decryption method? The card reader is a Tankor Quotel CRD 25. Thanks for your trouble       ",5
611," Dear Sir or Madam, in the program ""Products in OFFICE Catalog WH Deluxe"" there is a problem that first the start screen appears and then you are asked for the serial number. The serial number is entered correctly and the product is registered. Behind both information (SN and Mail) is a green check mark. If you then go to ""Start"", nothing happens, the program does not start. After reading the FAQ, I also installed the update that you recommend for customers who only see the start screen for a short time. However, this did not lead to success.       ",6
417," expiration line does not match the order number line. that is, when i transfer the expiration from my card reader Systech XCD LTF-SG30, the order number line no longer matches the data line. there are also many empty expiration processes appearing because the data is not yet ready. i'll try to attach a piece of expiration to them. it's a bit disjointed. but this product shows that it does not have the right number.we have already communicated several times. kind regards       ",3
565," Dear Sir or Madam, whenever I want to burn a process and insert my own label (as bmp or jpg) in the burn mode under ""edit"", which is also displayed correctly in the preview monitor, I get the following message after starting the burn process: wmem reports disc project build exception: 026416f5 and the burn process is aborted. If I burn WITHOUT a special label everything works without any problem. What am I doing wrong or where is the solution to this problem? With kind regards       ",5
102, Hello Helpdesk I can no longer position the display arrow correctly in an element       ,1
598," The following note during installation: A problem occurred during the installation of your datastore. You will not be able to use it for this reason. The Warehouse Products program in IT Katelog runs correctly. When opening the program W Product Organizer 13 and W Online Export Center, an error message, code 64284712 appears. Both programs do not run. I use a new notebook from Acer, Wind. 7 What could be the cause? Stirling@aol.com       ",4
363," I followed all instructions (folder files etc. (the .dll file did not exist (anymore?) by the way) again and reinstalled everything).    No chance. Always the same problem code -9....     the upgrade option I would have actually gladly used, but there I come as you know with this error not at all, because the program crashes when running each time (for your information!)!!!    A patch I could not download until just now - despite registration of the serial number (was there nothing displayed for SC 20)!    Now just now suddenly a (new?) Patch was to be seen ....everything very very strangely with your enterprise must I say (with the present firm policy I am not at all content as a customer!!!). Why is always only the current patch displayed at most - always only for registered software? Yes I know - the evil pirate copiers - me as a paying customer so far you drive with your constantly (!!!) faulty software soon the pirate copiers in the arms instead ....of Gängelung of their own customers should Warehouse times rethink and reward their own customers (at least with flawless software)!!!!    Downloaded the patch in the meantime and hopefully executed its installation (even afterwards directly from the program folder of the already installed SC20 Ultimate). Then, however, came the next joke... about it already much in the Internet discussed that this ominous problem code -9 error actually a copy protection thing of your company is ....stupid however, if one installs yes from the original CD and then such an error gets....     I attached....     you the newest joke times as gif I have no idea what your company has programmed there with the SC 20 (Ultimate), but a ""problem-free"" to install and running software it is definitely not....     I am now approx. 30 years ""in the business"", but you are just really about to conquer the top place in the program history of the worst software !!!!      And now please do not tell me to uninstall ALL (even previously normal running) Warehouse programs BEFORE installing SC20 and / or close firewall + antivirus software etc. pp..... where are we?     Something like that in this day and age? And at the same time Warehouse requires to be online all the time?!!! You have here a ""simple"" statistics.... program no Officesuite or super game etc.... and all these you just install on the side while you surf the Internet or chat while still listening to.... music and everything runs immediately and quite smoothly... and if not, then it is fixed.... with an update the Division problem from SC19 you have not been able to fix there until today?!!!    I'm really curious about the ACTUAL solution of the current SC20 error now like a bow ....hopefully I experience the solution again and do not get a stroke     before (and another spoiled weekend by Warehouse!!!)        Kind regards       ",1
121," When I load an existing project on my new Sales firstclass 20 Neo EMV, then the screen ""freezes"" until the project is fully loaded. Is this normal? The trial cannot be started.       ",1
144," Dear Sir or Madam,    I bought the above software as a download in the middle of this month and installed it. However, the program always crashed when I started it. The following information was displayed under the startup screen: - Hardware accelerator is set up - Product pool is loaded - Visualization ... - Statistics displays ... - Program surface is updated after this insertion the window disappeared. Today I deleted the program from the computer and downloaded it again. Unfortunately without success. When loading the program, the same problem appears as described above.    How can I solve the problem?       ",1
478," I am in the process of creating my own details sheet with your program. At the moment it contains 16 tables and with a total volume of 28 MB. When I export the individual tables to preview them, everything is fine. But when I export the complete table to preview it, I get a message ""Native error"". I have already performed an update. Has brought nothing. The tables consist only of text and data (whdt).       ",5
51," After many years of successfully working with products in the IT & OFFICE catalog 8.0, I installed version 12 first Class (8.0. is uninstalled). Unfortunately, when burning my first project came the disillusionment. Already during decryption the process is aborted with the error message 411451v4. As an attachment I send you the corresponding logfile. Thanks in advance! Bruce Wayne       ",5
454," It is not possible for me to import sequences that I have created with the CRX P1 card reader (*.PRC) into the program without errors. Then always the message follows: Fout in module "" CenterEncodingTools.dll "" (laadadres:1x820a7666) op adres4x67158bd6 Uitzondering 6xc775220 !ACCES_FORBIDDEN! and it asks me to stop the program. Since I bought Warehouse Sales first class Ultimate to handle these EMC flows, I am very disappointed. By the way, the Work-It tool reads these expirations flawlessly. I am contacting you because unfortunately your colleagues from Estonia (from whom I bought the program - ) are not responding to my request. Hopefully you will help me further.        ",5
145, My online purchased program Sales firstclass20Neo download version purchased on 24.12.2009 has disappeared except for theIcon and the initial image after the aufruf of my PC.the program can no longer be opened ! Here are my purchase details.how can I use the program again?       ,1
265," Is the software ""Products in OFFICE Catalog WH"" also executable on an Apple computer (MAC) under its operating system ""MAC OS X Lion""? If not, when will there be a corresponding software from your company?       ",4
514," Halo, thanks for your reply , however the problem is not solved yet. In the creation dialog on ""Advanced Settings"" neither 4068 nor 1648 Device appears as scan source for me. In the device manager there is a yellow question mark behind the component USB 4068 Device. Under Properties for this ""Device"" it says ""The drivers for this device could not be installed. (Code 31)"" I have already downloaded from their site the file ""warehouse_usb_process_manager_7(yellow_white)_en-4.zip and run it with process manager connected. No result. What do you suggest? MfG U. Füllisch ""WAREHOUSE Helpdesk"" <helpdesk@warehouse.net> wrote: Good evening, thank you for contacting us.Please try the following: Click on ""Advanced settings"" in the creation dialog. Here 1658 or 1684 Device should be selected as scan source. Please change to any other driver. Now set 1658/1684 Device again. Check if the creation works now.   If it does not work, connect the USB Process Manager to the computer and please run the diagnostic program, which you can download from the following link:  It is self-explanatory and can be found here: http://helpdesk.warehouse.net/syscare/syscare.php?tn=0165482000047074 Click on the link and select please open. If you are asked again, please select ""Run the software from the current location"". Alternatively, you can save the file to your computer and run it afterwards.   You should close all programs before checking, including those from Warehouse.  In any case, please do not forget to describe your original request comprehensively. Please also list in detail the actions taken until this error occurs. A solution is thus naturally considerably advanced.  Syscare will examine your system and summarize the information.  It does not make any modifications to your computer, but simply queries standard system information and performs performance tests. This process can take up to two hours. Syscare uses only Windows components for testing. However, errors may still occur if the system is defective.  If Syscare crashes due to errors, this is not a problem. In this case, Syscare will ask you the next time whether the check should be repeated. Then click on ""No"" or just wait. Please only click ""Yes"" if you have corrected the configurations or drivers according to the instructions of your helpdesk staff.   At the end of the syscares you have the possibility to display the content. So you can check for yourself what information has been collected.  If the target computer does not have Internet, you will be offered to save the result. In this case please send the file back to us otherwise.   Yours sincerely, Oliver Krauth ****************************************************************** If the subject has been changed, your mail cannot be sorted **! Please use the reply function of your mail ** program without changing the subject.                     ******************************************************************WAREHOUSE Software GmbHOliver KrauthHelpdeskmanagerP.O. Box 20104584797 LeipzigTel. helpdesk Germany: 0800/1453784 (1,99 Euro/Min.)Tel. helpdesk Austria: 0800/765424 (1,79 Euro/Min.)Tel. Helpdesk Switzerland: 0800/387512 (1,80 CHF/Min.)http://www.warehouse.comBRB 787808 B | Managing Board:Theo Malkener | Helmut Honig | Florian RausNOTE: This is a confidential message and intended only for theaddressee. It is not allowed to duplicate this message or send it to third parties.Please also use our provided instruction videos These explain the most important steps. They can be found in the help menu of your system. You can get further information under ""Tips and Tricks"" on ourHelpdesk page. http://helpdesk.warehouse.net UFuellisch@hotmail.de wrote: When transferring from the list to the PC, I have all the data but no order number, although both scandisplays show several values. The Pc is connected to the process scanner via USB process manager and jack cable. Operating system XP        ",4
233, does not recognize a burner when creating a video DVD       ,2
19, PRC files are available Order number is missing from the files after the import       ,3
586," Dear Ms. Holpert, here is the error message when installing the CD into the computer: Component 4 is transferred: Interbase SPARQL Server. Error message: ""A problem occurred while converting your product data store. Therefore, you will not be able to use your data store with this software. Please contact the helpdesk."" After the error occurs with Interbase, it is because of disagree with my antivirus software Avira? Please pass my problem to a technician with the request that he helps me. My phone number 41737-6183 He should also please give me his extension number so that I can call him back if necessary. Best thanks       ",4
256," Good day, I have bought well over 30 offers from you and also use most of them. Unfortunately I will be forced to switch to a Mac .....Now the questions: 1. is Warehouse Sales Xtra l7 suitable for Mac? 2. same question about Analysity 14 Xtra 3. specsmanager 10 if none of these products go on Mac, how do I have to do it that I can resell my products incl. licenses? This must be possible, because all offers incl. backup disc have always been bought.    Do I have to register everything (like logging out) and the new Warehouse customer again with own mail and the number received from me?    Thank you for the prompt clarification. Yours sincerely Ph. Frierer       ",4
506," After purchasing ""Archive your inventories!"" I managed, after some teething problems, to install the driver for the USB manager on Windows 7 in such a way that process files could be transferred from the process scanner to the hard disk. After a long time I wanted to work with the program again today. The transfer signal was displayed until I wanted to calculate through the creation. Then the preview screen went black. I tried different outputs and two different devices - without success. Finally I tried a new installation of the program. Since then, the driver now won't connect to the program either, even though I followed step by step as described on the helpdesk page. Windows still reports ""Driver not found"" even though it is in the folder and was downloaded from the Warehouse download page. By the way, the USB manager was always connected, I tried it with and without connecting cable and on different outputs. During the download I also disabled virus scanner and firewall and ran the setup as administrator.       ",4
49," When burning a product preview, the error : ""wmem reports disc project build exception - 411451v4"" occurs. I have tried to remove the display and product pins. This error occurs with a very specific product preview. I have burned other previews to DVD without any problems. Excerpt log file:       ",5
452," When using your program Products in IT & OFFICE Catalog 12 firstclass Serial Number: V5-77525-84214-71767-52885-74064-35545 under Window 7, I get the following error information when trying to insert a sales process of the file ""PRDC5663.prc"" inserted with the card reader UWORK Speedreader 13T6: The file format can not be read In the     previous version Products in IT & OFFICE Catalog 9 firstclass under Window XP it works without problems.     I attach this file with a request for information on how to solve this problem.     With kind regards       ",5
222," I have from you the programs products in It&Office catalog5 and StatisticsCleaner2009firstclass. I now have a new PC with Windows7 and would like to install the programs again, but they are not compatible. are there updates or the like for the two programs so that I can install them on my new computer? I would be very grateful for any information in the short term.    With kind regards       ",4
515," Dear Sir or Madam I was editing my XLS and Xtreme XLS with the process editing program. Last week my PC had a defect, so I had to reinstall the program. Since then the messages ""No creation devices could be detected in your system"" and ""Driver software for USB 1658 device needs to be installed. I have already downloaded this installation (process manager yellow/white) X times; without success. What am I doing wrong?       ",4
280," I have been waiting for two days for the serial number of      W AREHOUSE Product Organizer 13, which I should receive by e-mail?       ",6
501," I have had to reinstall my operating system. When I installed WAREHOUSE Runs in the OFFICE catalog, I got a message that the USB manager driver could not be installed because at least Winddows SP 1 is required. However, I have installed SP 2 see above. I ignored the hint, because I did not want to import any old stock lists. Today, about 4 months after the reinstallation, I wanted to load existing process files for a new project. This did not succeed, because I got constantly the message, the file format of: (path\filename) cannot be opened by WAREHOUSE processes in the OFFICE catalog. I received this message with all files of the types .CRV or .PRC also with files already read in before the system change. Question: What to do please?       ",4
67, Error message 27       ,6
380," Hi, I'm currently using WSF20Premium and want to upgrade to new hardware before I switch to WSF WH. A few questions about the hardware. What matters most, what brings ""power""? Does a super fast CPU do anything or is a fast hard drive or fast/lots of main memory more important? I have read that certain decryption interfaces bring something with CWVEMX. Then the data is not decrypted by the main CPU, but by the graphics adapter. What is the use of this? I have often had to do rundowns in the past (I work practically only with CWVEMX) and after that the output falters and is no longer displayed ""smoothly"". How is it if you have a system where the graphics card decodes the process data. Does the graphics adapter also perform the rounding correction (more or less rounding places)? If this is of any use, which graphic interfaces must the new computer have for this? In the internet you can read from time to time that this does not bring anything noticeable. With kind regards Tobias Kuch       ",1
26," Hello dear experts! As part of a new process project, I would like to import a process that has already been transferred earlier (from an XLS list) to a DVD and that I have saved on my computer in the form of a BZS.BPN file. In principle, this also works, but the process only arrives without an order number; in other words, the order number is lost during the operation. What is the cause? What can I do? With kind regards and thanks in advance Ernst Teufelsweib-Wander       ",3
166, Hello I get the following error message when selecting an xls file for statistics: Error number: 15508. Error description: file not found. The xls files are uploaded and available in the archive.        ,1
503," The problem occurs when trying to copy a saved creation from my digital DVD recorder to my laptop. The data is displayed in the preview, but the order number is not displayed in the preview. Further the creation cannot be calculated, it comes the error message: Creation cannot be calculated. The management device cannot be found. Error message see above. To reproduce this error, you must run ""Warehouse processes in OFFICE Catalog 10"" under the operating system ""Windows 7"". Then you will first notice that the program does not recognize the process manager. After the installation of the file sent to me by mail, the problem then occurs as written above. it always occurs       ",4
435," I have created many sheets with data - Internet dispatch. Now always appears ""Not enough memory"" (although saved on external memory) and more and more often appears ""Insufficient memory"".       ",5
422," Hello, I have a problem with the processing of .tc files of my POS software (Cashstyle-lowprice T3-1625). The files can be imported without problems and also edited( I only want to remove the data nothing else). Then I would like to export the process simply as data3. This also works without problems, but the data and order numbers are asyncronous in the finished sequence. I think the sequence is not recalculated (Clever Calculate). Why does this problem occur? I have been working with Warehouse SFC for a long time and have always had the same problem. Now that I have invested a lot of money in the latest version, I thought that such a simple processing would no longer cause problems. Otherwise the program works without any problems and I am very satisfied with it. I hope that I get an answer to my question. In the forum etc.I have not found a solution.       ",3
91," Hello,    I have inserted data into sales processes. Then I try to display the current red activated sales process. But in many cases now the display starts from the very first process. I have ""photographed"" the emerging state from the screen. mfgbm       ",1
499," Commercials cannot be saved, the following message appears: Codec to import this file is not available.        ",5
152," When starting the software I get the error message: WAREHOUSE Sales firstclass Neo does not work anymore... Then I can only close the software via program close. In the background you can see ""Program interface is being set up..."" but unfortunately it does not go any further. The problem occurred after installing WIN7 SP2. Before that the software started without any problems. A repair attempt under ""Control Panel>Programs"" brought no success. The upgrade to version 14.6.6.6 unfortunately did not help either. I read in a forum that one should rename the file ""salesfirstclass.ini"" under ""C:\Users\Kerubin\AppData\Roaming\WAREHOUSE\Sales_firstclass_WH_Ultimate"" so that the program creates a new one. The file is then created but has no content. In the ""salesfirstclass.log"" it only says: 2010/10/16 10:53:26: WAREHOUSE Sales firstclass WH Neo (V86.6.6.6) started The Windows Eventlog still says the following: Level:Error Source:Application Error Event ID:6747 Task Category:(182) General: Name of the corrupted application: Salesfirstclass.exe, version: 14.6.6.6, timestamp: 6x5e74fca9 Name of the corrupted module: szoi3osh.dll, version: 44.447.4.6104, timestamp: 3x8ea04007 Exception code: 1xc5583578 Error offset: 3x7202545b ID of malformed routine: 1x58ef Start time of malformed application: 8x18abc7fb42434831 Path of malformed application: C:\Program Files (x20)\WAREHOUSE\Sales_firstclass_WH_Ultimate\Salesfirstclass.exe Path of malformed module: C:\Windows\system32\szoi3osh.dll Report identifier: 13c2a4f0-01bd-80e3-0a42-500000170edc Furthermore, the latest Catalyst driver is installed: Version:14.12 from 7.06.2010 I would appreciate a quick solution. MfG Dennis Briluch       ",1
625," After installation, the following error message appears the first time the program is started: Error in WAREHOUSE data memory ! It is possible that some functions are not available. Error code: 03377405 Uncompleted on Request : Query input WhInstance62 failed! Cannot access DS-Directory ! LastError: 371-------------------------------- All DS functions do not work.       ",4
488," Good day, it comes constantly the error 14 on file open for CR conversions and I have to change my password because this is not valid. Strange thing now is that I was able to log in here with PW.    Please urgently for clarification. Thanks N.Se       ",5
42," It is about Warehouse 17 first class EMC. Unfortunately, the product could not be registered. Apparently because I also registered the program Saeles firstclass 21 neo. Nevertheless my question! Have a 07 MB. EMV process ready edited + provided with a control template. When burning, the program already reports the following error message when encrypting. wmem reports disk project puild exception 411451v4 What can I do that the error is fixed? Thanks in advance          ",5
561, Dear Sir or Madam! Unfortunately I have a problem with burning. Error message: wmem reports disc project build exception 026416f5 Error log:       ,5
320," I bought a new computer    from hp with burner, I installed the program Products in IT and OFFICE catalog 13 first class and created a project. When I pressed burn a DVD, a leaf appeared: No burner found. What can I do?       ",2
463," Hello, I am currently using the free version Warehouse 13.0 and want to display clothing items with images in a product preview. So create a process. At the end of the product organizer I have problems: Namely: The button ""Done"" appears and in the window below it says: Output: create process and view. I click on it. Then a window appears:                  Processing is done The window for burning appears. But the burned DVD does not play on the DVD drive. Question: What am I doing wrong? Is there a description for ""beginners"" MfG A. Layen       ",2
258," I have purchased the above software on 16.04.2010. With the SN printed on the CD in upper case, mixed with numbers and separated with hyphens, I cannot register/unregister, even omitting the hyphens or lower case. The browser is online, of course. Please allow me to use my purchased hardware and software on my Mac. Thank you       ",4
299," Dear Sir or Madam, I have the following problems: 1.When opening OFFICE catalog 13 and WH first Clas is attached window, because I have both versions, but always only one program open I no longer understand the world. 2.the decryption procedure Data3 goes so probably not with 13 as with WH. Ale my attempts with the Kennungs NR, purchase date have failed.Best.NR.20015055273111835WHR A reactivation with Kennungs NR has not succeeded to me. MfG Friedbert Gans       ",6
104," Hello, I have two problems with Sales Firstclass 19 Ultimate Ed. On an XP64bit system the program almost always crashes after the export and the exported file is not readable. If I abort the export 500kb before the end, the finished file is readable, but the end is missing (logical). Sometimes it doesn't export at all, it starts to calculate, but finishes after a few minutes without having written any file. Then I installed it on a XP32bit... there I get the error code -9 at program start with the note, the program cannot be executed. Please send me a message.       ",1
456," Have new PC (Intel processor instead of AMD), but the old problem and that must be clearly in the program! After importing some (were about 11 pieces) very small *.PRC files (7 to 18 MB) into the edit bar came the message: Troubleshooting A serious problem has occurred in the program. Error in file ""CenterEncoding Tools.dll"" (loading address: 6x34874027) at address 0x274c3bd3 Exception 3x0386687 ""ACCESS FORBIDDEN"". Save.... current project Apparently other WAREHOUSE users have this problem too, see Community. Where is the solution ? Urgent!       ",5
550," Dear Sir   , I use an EMVX card reader from Powerread type JB84 the Bluy-ray burner is from GGD JHG-E52L with these devices I work from the beginning. In between once the same problem appeared that I could fix with a total reinstallation. This time it was unsuccessful with the same attempt. After reading and editing the process, the same message always appears during the burning process: Internal problem while editing. I am in despair. The Sycaretest remained once with test 23 drive D and then with the 2nd attempt with test 51 drive E in each case 30 min and longer without movement, now I canceled the test. How can they help me.    PS. By the way, the system requirements are more than sufficient.    With kind regards       ",2
582, processes from pre-station are fahlsch Plast 4250 invalid order number       ,3
348," When importing a process created in EMVX from the Systech MTX-QS 12 card reader (EM card), the program aborts the creation after about 300 to 500 kilobytes. The card reader starts automatically and stops after the error message: Not enough resources, either disk too slow or insufficient main memory error always occurs. Normal EM goes       ",4
65," Good day , Please edit my ticket as an error code 27 has occurred. Thank you and regards W.Lassie ----Original Message---- From: helpdesk@warehouse.net Date: 10/27/2011 18:01 To: <f.lassie@redlin.at>Subject: [Ticket#: 2011093726354967] RE: Thank you for your request. Your helpdesk ticket has been created. Your ticket will be processed in the next few days. Note: If you would like to add more information to this ticket, please use the following subject: [Ticket#: 2011093726354967] We can help you easier and faster if you provide us with detailed descriptions of the problem. This can be screenshots (screen shots) or files where the errors occur. You can send these to us as attachments in your reply email. --Warehouse Helpdesk System WAREHOUSE Development Helpdesk Postfach 23444308156 Leipzig - Germany       ",6
496," Web Manager 10 Ultimate L3.8.1.88090 Installation under WIN 7 Prof. (latest updates) Program installation runs under Admin login without error message. Specs Manager opens after installation. Shows demo page 'Initialization.dsg'. Key 'F10' brings error message: ""Codec to import this file is not available"" Installation under WIN Vista (latest updates) brings the same error.    Installation under WIN XP Prof. does not produce this error.        ",5
580," When importing a data-5 process (81seg EMV) from my Tiffey Blast 4250 workstation, the data is displayed (and calculated), but only one (empty) field comes up as the order number. The data decoding method according to C-Time is:    dt5b: DATA-5 SSV KV; the data info is:    78333Kb 69 seg/kb , single (4/3).    The CRD and Workit show the order number without any problems. Also with the Trendset Ultimate 17 demo version everything works.      Will the order number problem disappear in the purchase version?       Thank you in advance for the answer.       ",3
14," Dear Warehouse team, after your last update, both product display (moving and enlarging products) and product presentation (data is not opened in new window for ""Total and Partial View"" after selection) are working on my spec sheet. What can I do to fix this shortcoming????       ",1
